9.762700785464950570e-01 4.303787327448389988e+00 1.095511041412831510e+00
2.055267521432877942e+00 8.976636599379368420e-01 -3.332465298969724543e-01
-1.526904013221905387e+00 2.917882261333122784e+00 -7.496742872708606065e-02
-1.248255774746150237e+00 7.835460015641594111e+00 1.217905425164011568e+00
9.273255210020586503e+00 -2.331169623484445452e+00 3.896054703979126010e-01
5.834500761653291789e+00 5.778983950580887097e-01 1.069640374572380814e+00
1.360891221878645752e+00 8.511932765853220673e+00 2.639361552536244382e+00
-8.579278836042261602e+00 -8.257414005969184956e+00 -3.805702050896398347e+00
-9.595632051193485168e+00 6.652396910958760401e+00 -1.322354195290896373e+00
5.563135018997009240e+00 7.400242964936381895e+00 1.190444228064941434e+00
9.572366844655281426e+00 5.983171284334471096e+00 2.946106216341407791e+00
-7.704127549413630760e-01 5.610583525729108345e+00 1.640902746767000764e+00
-7.634511482621335610e+00 2.798420426550476847e+00 -1.187710303839230042e+00
-7.132934251819071925e+00 8.893378340991677788e+00 -1.316730432971500830e+00
4.369664350014339504e-01 -1.706761200189529148e+00 -1.347921994374195576e+00
-4.708887757907460170e+00 5.484673788684332862e+00 -2.636502515584093764e+00
-8.769933556690290288e-01 1.368678977372969285e+00 -1.394670761154879202e+00
-9.624203991272896275e+00 2.352709941517542092e+00 -2.964965101541199743e+00
2.241914454448428629e+00 2.338679937495138361e+00 1.042329622850063142e+00
8.874961570292484225e+00 3.636405982069668141e+00 1.170475607886769964e+00
-2.809841988524279799e+00 -1.259360924013170902e+00 -3.262208898360990261e+00
3.952623918545297599e+00 -8.795490567414603333e+00 -2.115809926508779526e+00
3.335334308913353141e+00 3.412757392363188202e+00 1.000018724870076703e+00
-5.792348778523182418e+00 -7.421474046902933885e+00 -2.614835507683354709e+00
-3.691432981516323153e+00 -2.725784581147547847e+00 -2.842885779883902675e+00
1.403935408357593673e+00 -1.227969730753592614e+00 -1.400762387726126379e+00
9.767476761184525458e+00 -7.959103785039438606e+00 -4.874461167366921366e-01
-5.822464878103305708e+00 -6.773809642300074429e+00 -3.811698155984476699e+00
3.062166509307967743e+00 -4.934167949204358194e+00 -1.031541232633870209e+00
-6.737845428738751252e-01 -5.111488159967945144e+00 -2.130410334113629567e+00
