8.162775924229769275e-01 3.496784785564347686e+00
7.936877946573546172e-01 3.026158114100548246e+00
4.565814693725713802e+00 1.759908408211099395e+00
-5.172846226513072576e-02 -2.633575253764114943e-01
2.702567847793235223e-01 -2.051183577522999180e-01
-1.584515256790366977e-01 -3.218905866468511623e-01
4.150085159977913385e+00 8.238750767532406760e-01
2.704772161778386530e-01 1.507483016705604695e-01
3.895552883312610959e+00 1.293311595591098762e+00
1.719350727940904155e+00 3.111093850490366464e+00
4.419491706937252573e+00 1.465551040651778658e+00
7.317228611284010142e-01 3.734704622883299407e+00
-2.061518100358798178e-01 -2.535616924496158497e-01
-3.351931045905833240e-01 7.032470934512764782e-02
-3.686706765559445015e-02 -2.807308302777206110e-01
8.402688963978267589e-01 3.019568728016015058e+00
1.266412401467784977e-02 1.748445641147466645e-01
-9.672516120405223738e-02 -1.152163064005246873e-01
3.626420853124581178e+00 1.846227300513873182e+00
8.666031144337844605e-01 2.879545158642001557e+00
6.279994936311223963e-01 3.418819220443331197e+00
3.430528925553749664e-01 3.101629459835200997e+00
1.761296078519466457e-01 3.189095635225374981e+00
3.904082223819192343e+00 5.561855179575818653e-01
4.873036090989724678e-01 -1.835269240950226088e-01
9.571172881712956826e-02 -7.481111264322302945e-02
-2.013738392510457109e-01 -3.799379675670407942e-03
4.142793662627129336e+00 1.442570582135364043e+00
1.138056841218630044e+00 3.457206708187214872e+00
2.596222887974035665e-01 -6.904616090640848247e-01
4.256464910209004415e+00 8.509535824486421651e-01
-3.301857531638763832e-01 3.434171129518842069e-01
1.118979832076061776e+00 3.071405187484475441e+00
4.095457742333732831e+00 2.050127568239421105e+00
-2.074982255175926993e-01 -1.190260580567931992e-01
4.386323811134922313e-01 -6.180422128492961686e-01
3.622801029501673487e+00 1.626434077616643936e+00
1.189380968344963208e+00 1.786679270505598272e+00
1.111936834592970547e+00 3.246030988324953626e+00
4.060079476240814778e+00 1.308601554853709548e+00
5.234435292649439742e-01 -2.283620702685308368e-01
1.444333870657764862e+00 2.427779638915239069e+00
4.244259073268748850e+00 9.622141434894720957e-01
1.073092762594862082e+00 3.677690344747151840e+00
1.096022241668698216e+00 3.525701352669734945e+00
5.092787703266580479e+00 3.017518322559311628e-01
7.748290299459315023e-01 2.616761755527466704e+00
1.254096612438467595e+00 3.046404041009135533e+00
1.335317167422463980e-01 2.697320482232129280e+00
3.401308327006312138e-01 -3.299673801942092366e-01
4.025403877388014529e+00 6.815021767153233156e-01
5.976026282265816114e-01 3.226538271792551704e+00
3.428740900988930029e+00 8.253286387935612201e-01
4.979406531329611529e-01 2.226132481732006618e-01
1.242094985074480018e+00 3.356147113942240079e+00
-8.036642388780476653e-02 1.591066400214558030e-01
