9.964398269133619701e-01 7.124212708765678137e-01 1.000000000000000000e+00
1.422486766768591870e+00 3.152204770375674592e+00 -1.000000000000000000e+00
5.914424321903989645e-02 -3.633108784819173986e-01 1.000000000000000000e+00
1.007381887528521064e-01 3.554384723493521081e-01 1.000000000000000000e+00
1.406597228956884660e+00 2.788237943539678909e+00 -1.000000000000000000e+00
-3.363362591365529064e-01 -1.006143463071082766e-01 1.000000000000000000e+00
-5.230815085185874097e-02 2.492176585649075737e-01 1.000000000000000000e+00
2.568132717730887915e+00 2.012758316706164230e+00 -1.000000000000000000e+00
1.564296080971510072e+00 2.972179309679172654e+00 -1.000000000000000000e+00
1.876032258370354810e-01 -3.298699577793592352e-01 1.000000000000000000e+00
2.872654621251830687e+00 1.797881822379530981e+00 -1.000000000000000000e+00
-3.058530211666308229e-01 -4.777314172782125556e-01 1.000000000000000000e+00
3.018421133187947802e+00 3.061351438687379467e+00 -1.000000000000000000e+00
-9.806078852186218553e-01 -8.568531547160899153e-01 1.000000000000000000e+00
-6.194908485759347515e-03 -1.010676118092446729e-01 1.000000000000000000e+00
3.821364738584068554e+00 1.572968614095181517e+00 -1.000000000000000000e+00
-1.511179557688365760e+00 6.448475108927783639e-01 1.000000000000000000e+00
1.920848638816857079e+00 1.307173657994177507e+00 -1.000000000000000000e+00
-8.596879666225558658e-01 2.789366404179979497e+00 -1.000000000000000000e+00
3.413398017921783989e+00 2.221254122850999657e+00 -1.000000000000000000e+00
1.401640066577865218e+00 1.756580298753746217e+00 -1.000000000000000000e+00
2.430771187007779943e+00 -2.520921296030769199e-01 1.000000000000000000e+00
1.289533553004023947e+00 1.784812197576359560e+00 -1.000000000000000000e+00
3.189060725824544029e+00 1.926406681251158437e+00 -1.000000000000000000e+00
3.141507737434669600e+00 1.498244452805499893e+00 -1.000000000000000000e+00
-1.664788529471694423e+00 -7.001790376899513779e-01 1.000000000000000000e+00
7.930533194619697746e-01 -6.315716297922154832e-01 1.000000000000000000e+00
1.976600910424985147e-01 1.334848574241581876e+00 1.000000000000000000e+00
-3.588289470012431259e-01 6.034716026094953945e-01 1.000000000000000000e+00
2.656619470260427107e+00 2.124806825330194826e+00 -1.000000000000000000e+00
2.696124064467009807e-01 1.291963383387963127e+00 1.000000000000000000e+00
1.096098415781827790e-01 1.582481117061563358e+00 1.000000000000000000e+00
1.239239691404312005e+00 1.288836771694929606e+00 -1.000000000000000000e+00
8.352980898846049662e-01 6.029259753317386394e-01 -1.000000000000000000e+00
1.139342978825284236e+00 4.944403981210882537e-01 1.000000000000000000e+00
-9.092324048562419048e-01 -5.916366579302884121e-01 1.000000000000000000e+00
4.088514687597715636e+00 2.346919327087746865e+00 -1.000000000000000000e+00
1.222591160527373155e-01 3.538756145409037046e+00 -1.000000000000000000e+00
-8.718791832556535004e-01 -4.225079291623943245e-01 1.000000000000000000e+00
1.554570008501394707e+00 1.517879813292780877e+00 -1.000000000000000000e+00
-8.687560627763551979e-02 1.561532293448890441e+00 1.000000000000000000e+00
2.745726950032455260e+00 2.776907591123010999e+00 -1.000000000000000000e+00
6.892268666202543415e-01 1.310434767951818902e+00 -1.000000000000000000e+00
-1.192764612421806092e+00 -2.048765105875872961e-01 1.000000000000000000e+00
1.759288857735930689e+00 1.175876546582879323e+00 -1.000000000000000000e+00
2.493557660951430055e+00 2.500487327497034507e+00 -1.000000000000000000e+00
3.288842934110075469e-03 -1.059304420574232325e-01 1.000000000000000000e+00
1.151391009487170214e+00 1.857331007231311837e+00 1.000000000000000000e+00
1.892836015175852094e+00 4.260106773720270468e+00 -1.000000000000000000e+00
4.412274868850414311e-01 -3.308701518940876385e-01 1.000000000000000000e+00
