1.150473676821917035e-01 3.810055901560123748e-01
-2.678880796260159070e-01 5.303554667381860099e-01
1.133769442335437416e+00 -1.099891267314030863e+00
-1.724282075504357525e-01 -8.778584179213717587e-01
3.134413398766221492e-01 3.157579696021145743e+00
1.578174736208026174e-01 -1.011100607912001514e+00
6.007947624081457633e-02 3.086015548537096032e-01
4.194917069372524621e-01 4.655510406517786581e-01
-7.220569027147947239e-01 -2.522329314732256189e-01
9.067151140463256542e-01 2.949127063735427434e+00
-6.712461308368190549e-01 -1.266459891890136039e-02
-6.871727001195994111e-01 -8.452056414987195732e-01
9.876915220621108604e-01 2.612419190415420367e+00
8.449416132409699465e-01 1.782581117946430593e+00
-6.916607517253090531e-01 -3.967535268559773676e-01
3.849709321665191197e-01 3.275268747988107521e+00
3.190390960570985701e-01 -2.493703754774100889e-01
1.500851599779137457e-01 -1.761249232467593240e-01
9.015907205927955470e-01 5.024943389018682316e-01
1.260288168536685349e+00 2.427829305188428766e+00
1.038910563956352950e+00 3.309190130999262180e+00
1.636877965079388320e+00 3.983550874627367122e+00
1.400930515935672416e+00 3.023283649212072710e+00
-1.531020063141859122e-01 4.139873213036230903e-01
1.423080323792516699e+00 2.570242029584006715e+00
4.085274889694005651e+00 1.790638735538343740e+00
4.282444149253559651e+00 1.415504966265946907e+00
1.434443078502933844e+00 3.375205819932503903e+00
5.658146937257134690e-01 7.599084082110993954e-01
4.130592973691799230e+00 1.287036153045779452e+00
-1.100619177212921240e+00 1.144723709839614134e+00
-3.735791468754188216e-01 8.462273005138732929e-01
3.759302427100247090e+00 1.030517799783972954e+00
8.654076293246785179e-01 -2.301538696880282675e+00
9.095398489609247683e-01 2.698039686103371526e+00
3.530536399597678621e+00 1.264294650424643507e+00
-1.228902255186481718e-01 -9.357694342590687775e-01
7.100906777662396863e-02 3.618082015226410153e+00
1.659802177109870547e+00 7.420441605773355764e-01
1.427936626271293918e-01 4.425705821353640435e-01
1.396403432959673729e+00 2.688234635160104080e+00
1.092787703266580701e+00 -6.982481677440688372e-01
-3.224172040135074857e-01 -3.840543546684156428e-01
1.744811764216479988e+00 -7.612069008951027893e-01
3.813647045797464497e+00 1.022830182685350975e+00
8.001853472391523558e-02 4.380844605581124540e-01
1.624345363663241670e+00 -6.117564136500753813e-01
2.564649102090044153e-01 -1.490464175513578349e-01
2.540387738801448345e-02 -3.184978232846766844e-01
3.844370300172748500e+00 8.594693517490017420e-01
-5.712590990110700817e-01 -1.746713612064387522e-01
3.233561707981270850e+00 1.118567703141067682e+00
3.687010004649801331e+00 1.857155393363849161e+00
-1.117310348635277784e+00 2.344156978170921501e-01
-5.281717522634556961e-01 -1.072968622156170504e+00
-1.044471166873890550e-01 2.933115955910988171e-01
4.296446047844878713e+00 1.054138047843991677e+00
4.839242515931054811e+00 1.129609492238760726e+00
1.264732662176354605e+00 3.068850604998693221e+00
4.221374671559283143e-02 5.828152137158222335e-01
1.462107937044974104e+00 -2.060140709497654044e+00
-9.591777618080746248e-02 -4.438144820424181347e-01
2.442590732687485167e-01 -3.778585651052786265e-02
-3.771989704983264025e-01 6.264340776166439362e-01
4.518389515767392339e+00 3.324095787344458763e-01
9.806522453669744843e-01 2.192113822648352528e+00
1.813825376574453196e+00 3.169005848287238081e+00
1.560708854117832001e+00 3.204450268968413784e+00
3.737300534936919938e+00 5.528887147820443770e-01
9.545774233373301165e-02 1.050127568239421105e+00
9.008559492644118150e-01 -6.837278591743330969e-01
1.116247279589368979e+00 3.341275703432242672e+00
4.138809804088738886e+00 1.083306052065221126e+00
1.175272989332053708e+00 2.343858294381284235e+00
4.003659838324069575e-01 3.431672658772010998e+00
3.565999409236309425e+00 1.488622423850553211e+00
